3.651091756373325281e-01,4.912910720095037820e-01,3.651091756373325281e-01,0.000000000000000000e+00,1.010013665624623336e+01,5.283517431677717369e+00,9.364106776728955447e+04,2.255755469399959475e+04,7.617920709799550494e+00,4.644108853211347254e-01,0.000000000000000000e+00,1.089580373582461471e+04,5.036137919335904007e+04,9.864663891487960257e+01,1.236749116607773879e-03,4.171289853376528481e+04,9.224606151152120112e-03,5.412407624634368863e-01,1.000000000000000000e+00,4.587592375365631137e-01,5.835128840586534249e-02,8.420127565025226080e-01,0.000000000000000000e+00,3.732678462900796967e-01,3.760319426485737582e-01,3.732678462900796967e-01,0.000000000000000000e+00,9.915926506073471813e+00,6.688747633361375122e+00,1.171370107714639453e+05,2.564154878510293929e+04,7.482196432582062684e+00,6.248450010163362212e-01,0.000000000000000000e+00,1.188259893151780125e+04,5.190114047465530894e+04,1.269023697112442335e+02,1.638001638001638051e-04,6.224414129599354783e+04,1.271659631539043614e-02,5.188662146582005974e-01,1.000000000000000000e+00,4.811337853417994026e-01,6.668776503470637274e-02,1.087322584937206127e+00,0.000000000000000000e+00
7.914236703912423954e-01,8.090323140778519218e-01,7.914236703912423954e-01,0.000000000000000000e+00,8.550706404366573921e+00,7.178392781849685989e+00,1.142224107279014715e+05,2.949238063921066350e+04,7.633266179312090394e+00,6.349303182816521396e-01,0.000000000000000000e+00,1.176428129021495624e+04,3.194865371090581903e+04,1.158851678628099506e+02,1.514733473126586615e-03,7.803436028752657876e+04,1.428808493061223261e-02,5.229947677592206023e-01,1.000000000000000000e+00,4.770052322407793421e-01,8.811851921742122618e-02,1.198292351245507037e+00,0.000000000000000000e+00,6.626049160036620034e-01,6.283585209811650696e-01,6.626049160036620034e-01,0.000000000000000000e+00,8.465741340514917113e+00,7.440633015675383710e+00,1.047899789841958700e+05,2.514506359252157563e+04,7.211363875888312513e+00,7.244774190480414156e-01,0.000000000000000000e+00,1.155269742679354022e+04,2.990555226577590292e+04,1.167692349970806873e+02,2.447646574822253535e-03,7.194731605959241278e+04,1.454480671616850337e-02,5.188360829645819461e-01,1.000000000000000000e+00,4.811639170354179984e-01,1.006607546841678386e-01,1.102708803907543444e+00,0.000000000000000000e+00
6.643367705320259997e-01,9.942424007569993227e-01,6.643367705320259997e-01,0.000000000000000000e+00,8.741600547366971341e+00,5.059235868962145943e+00,8.377856278271398332e+04,2.664431422708612445e+04,7.178908249419197141e+00,3.916930457806370169e-01,0.000000000000000000e+00,1.042146317269800784e+04,3.359704497557444120e+04,8.293871936468651995e+01,2.574002574002573810e-04,4.640241446719469968e+04,4.291256846001371625e-03,5.892927613365569472e-01,1.000000000000000000e+00,4.107072386634430528e-01,4.616438388336198406e-02,7.484981419470470021e-01,0.000000000000000000e+00,7.778857539744457039e-01,8.406741370641978017e-01,7.778857539744457039e-01,0.000000000000000000e+00,8.387839618703360145e+00,7.360623008133403644e+00,9.632727299269617652e+04,2.575288837368934037e+04,7.942816525929556448e+00,7.340071675619850300e-01,0.000000000000000000e+00,1.104145284459867980e+04,2.599652046627825985e+04,9.882435339564649723e+01,1.282051282051282050e-03,6.660663889880797069e+04,1.049092867916397338e-02,5.764673506007177428e-01,1.000000000000000000e+00,4.235326493992822572e-01,1.033228452919629364e-01,8.958831833086904339e-01,0.000000000000000000e+00
9.275293592865093695e-01,9.058713974867640406e-01,9.275293592865093695e-01,0.000000000000000000e+00,9.079319381342450868e+00,6.649329989340607483e+00,1.036402631903635338e+05,2.501489445072897797e+04,6.652840182033348704e+00,6.076733875872306623e-01,0.000000000000000000e+00,1.135005979868098802e+04,3.780002402464535407e+04,1.015237756787658725e+02,1.993960688217539298e-03,6.194308294722142455e+04,1.162714305957780400e-02,5.112764359774554235e-01,1.000000000000000000e+00,4.887235640225446320e-01,7.997912708138664450e-02,9.317709464425700805e-01,0.000000000000000000e+00,7.160591777518124923e-01,1.179131554877280053e+00,7.160591777518124923e-01,0.000000000000000000e+00,8.428060942614379769e+00,5.903563337925706200e+00,9.573555178520627669e+04,2.432986251979509325e+04,8.086252618042127693e+00,5.474324767999950714e-01,0.000000000000000000e+00,1.055937715301048956e+04,3.413132264385146846e+04,9.588488093502496667e+01,4.154061252506847587e-03,5.796242956100605807e+04,1.440139089862155740e-02,5.812228885635331022e-01,1.000000000000000000e+00,4.187771114364667868e-01,7.060321321622017865e-02,8.810412082811162060e-01,0.000000000000000000e+00
7.750077942585305024e-01,9.514408924528486855e-01,7.750077942585305024e-01,0.000000000000000000e+00,9.409974240693347980e+00,5.584463010708390129e+00,8.667362570779201633e+04,2.279585914810932809e+04,6.386231249131215648e+00,4.726840542351848917e-01,0.000000000000000000e+00,1.038626916854839328e+04,2.775372129229056372e+04,8.567037166482984389e+01,0.000000000000000000e+00,5.541041177667961165e+04,7.098296199213630434e-03,5.980268248833693345e-01,1.000000000000000000e+00,4.019731751166305544e-01,4.353934215053823636e-02,8.006591998628364015e-01,0.000000000000000000e+00,5.649871332529088352e-01,5.357855713077823712e-01,5.649871332529088352e-01,0.000000000000000000e+00,9.626468691173121428e+00,6.447650438346320456e+00,1.055720459545963240e+05,2.297846547711940366e+04,5.903294933431508795e+00,6.501816022469709688e-01,0.000000000000000000e+00,1.143768592438615451e+04,4.761888736712695390e+04,1.002327241086595251e+02,1.650670478524266568e-03,5.410375121786449017e+04,7.356669307411768492e-03,5.284036441333002099e-01,1.000000000000000000e+00,4.715963558666997346e-01,6.909275573078797750e-02,8.184999850339348404e-01,0.000000000000000000e+00
8.293829167683555159e-01,8.432366980557673974e-01,8.293829167683555159e-01,0.000000000000000000e+00,9.143154395262275358e+00,6.909222936084292499e+00,1.084880036174010456e+05,2.464898880005936735e+04,7.422054793276973150e+00,6.634314876086099266e-01,0.000000000000000000e+00,1.135463525354207741e+04,4.451119489385981433e+04,1.038910142312879259e+02,9.591874132830701099e-04,5.921068786787823774e+04,1.943783150884713026e-02,5.418223778306419103e-01,1.000000000000000000e+00,4.581776221693582007e-01,9.309445203063640428e-02,9.905080750016818092e-01,0.000000000000000000e+00,1.336034896203545541e+00,1.511050070739287765e+00,1.336034896203545541e+00,0.000000000000000000e+00,8.608681797180906869e+00,5.654077271099301250e+00,9.518976443101288169e+04,2.586511520337269394e+04,7.141898745122782444e+00,4.602670448050284469e-01,0.000000000000000000e+00,1.082359980174329212e+04,2.737088898364662964e+04,9.585401913184341538e+01,1.941747572815533899e-03,6.231443831909096480e+04,5.509511405793669422e-03,5.952029584341986812e-01,1.000000000000000000e+00,4.047970415658013188e-01,5.207671041101339521e-02,7.744669976706829440e-01,0.000000000000000000e+00
7.199964159334474312e-01,9.091070121504906121e-01,7.199964159334474312e-01,0.000000000000000000e+00,7.681716313560390752e+00,6.031412374620769512e+00,9.962129792739993718e+04,2.551958188885355048e+04,6.689306054043685279e+00,5.131686681911570291e-01,0.000000000000000000e+00,1.046357881493596688e+04,2.316602170975118497e+04,9.860055012897592519e+01,1.588296760710553686e-03,7.257085361975578417e+04,6.675954951817020602e-03,5.763983664733289825e-01,1.000000000000000000e+00,4.236016335266710731e-01,6.395054997753649162e-02,1.024596590593592094e+00,0.000000000000000000e+00,5.101714972139763660e-01,5.927384711093917069e-01,5.101714972139763660e-01,0.000000000000000000e+00,9.510479438826404675e+00,6.756649616637169231e+00,1.063115329504732945e+05,2.611387913218134781e+04,7.692137863914988216e+00,6.006685641581818169e-01,0.000000000000000000e+00,1.152660475840347135e+04,4.706247431410725403e+04,1.167732943177615823e+02,1.116289267922080481e-03,5.590841473551325907e+04,6.255101272678989521e-03,5.157190469002761457e-01,1.000000000000000000e+00,4.842809530997239098e-01,7.002394581230506065e-02,9.835663278891744188e-01,0.000000000000000000e+00
6.401473971020832376e-01,5.764730530152043508e-01,6.401473971020832376e-01,0.000000000000000000e+00,8.898337883758614453e+00,7.100602437238748621e+00,1.116067434405610402e+05,2.556097248457255046e+04,7.440890946492463520e+00,7.215082679029473089e-01,0.000000000000000000e+00,1.173141845204976198e+04,3.801050823840503290e+04,1.162741891387374409e+02,2.464204273705758366e-03,6.973190186054739752e+04,1.490043024492281043e-02,5.069263966550860978e-01,1.000000000000000000e+00,4.930736033449139022e-01,1.080467032854051934e-01,1.085558781759052405e+00,0.000000000000000000e+00,6.641282065726774597e-01,7.171088065516310062e-01,6.641282065726774597e-01,0.000000000000000000e+00,8.071714953623963851e+00,6.683944177346776705e+00,1.005447361991229845e+05,2.423252930056519472e+04,7.057687307128820642e+00,6.315507771216218869e-01,0.000000000000000000e+00,1.093465360864023933e+04,2.981143542887158765e+04,1.038876473793266797e+02,1.542031463157713051e-03,6.742104180524710682e+04,8.450263672631280060e-03,5.716803040947933123e-01,1.000000000000000000e+00,4.283196959052066322e-01,7.841616844188444013e-02,1.016202596931406132e+00,0.000000000000000000e+00
9.105457509337580024e-01,1.004712654861676713e+00,9.105457509337580024e-01,0.000000000000000000e+00,9.454680607115861335e+00,6.375595560157221620e+00,1.083220015944091137e+05,2.635830466514714135e+04,7.274345694983739286e+00,5.598086255844927361e-01,0.000000000000000000e+00,1.128353413024671681e+04,4.336618505752985220e+04,1.035952313852601918e+02,1.204027400830637220e-03,6.084265798250539228e+04,6.035847308206805130e-03,5.271759385663552511e-01,1.000000000000000000e+00,4.728240614336448044e-01,7.207316636169971980e-02,7.902797958651672783e-01,0.000000000000000000e+00,6.222150276935880520e-01,6.053149848504377761e-01,6.222150276935880520e-01,0.000000000000000000e+00,9.555388947628634000e+00,6.289464379758236134e+00,1.072479279777661432e+05,2.430453281524116028e+04,6.466193393811991541e+00,5.553231342507134460e-01,0.000000000000000000e+00,1.144788069443466156e+04,3.424612293780138862e+04,1.031297172235217374e+02,1.122802798933011329e-03,6.723420176512097532e+04,1.030185632861312442e-02,5.157738600692370889e-01,1.000000000000000000e+00,4.842261399307629111e-01,6.887537562684456494e-02,9.190668363976755018e-01,0.000000000000000000e+00
6.214573898827595588e-01,5.901664034475097020e-01,6.214573898827595588e-01,0.000000000000000000e+00,8.803218826597534630e+00,6.394081982453107216e+00,1.039259879305851646e+05,2.350364944636530709e+04,6.340888470823622391e+00,6.237086115807197739e-01,0.000000000000000000e+00,1.112651005214479119e+04,3.899014165944664273e+04,1.133879254715486979e+02,1.059013999555569749e-03,6.153655813588871388e+04,1.338609965607305899e-02,5.335204849542094507e-01,1.000000000000000000e+00,4.664795150457905493e-01,8.274382880111202931e-02,8.647992469168489515e-01,0.000000000000000000e+00,8.473067549233735951e-01,8.332209624743862619e-01,8.473067549233735951e-01,0.000000000000000000e+00,8.756974653719028723e+00,6.122370141050232917e+00,1.055311376058189635e+05,2.470147435312822199e+04,6.193800599058621792e+00,5.496724900912551837e-01,0.000000000000000000e+00,1.105093754925865142e+04,3.827939056862246071e+04,1.050809413268461867e+02,0.000000000000000000e+00,6.274236050524762686e+04,1.420786621506952077e-02,5.596891430981799642e-01,1.000000000000000000e+00,4.403108569018199248e-01,6.414408347768044139e-02,8.463886255924171209e-01,0.000000000000000000e+00
